BALANCE,FEE,SMS_COUNT,FLOW_DATA,CALL_DURATION,DEVELOP_TYPE,LAST_DEPOSIT_FEE,age,deposit_interval_day,class
27.06,44.2,0,1274.96,55,1,100,20,60,0
52.48,55.8,2,33967.59,115,1,50,29,7,0
57,48.6,2,22516.64,7,1,50,17,23,0
33.94,71.7,9,7679.91,321,1,20,20,1,0
0,0,0,0,0,2,20,22,240,1
24.64,53,1,35284.7,67,1,20,18,4,0
65.9,74,0,12565.65,1,1,50,15,5,0
0,0,0,0,0,2,30,25,232,1
35.37,109.88,17,24428.75,278,1,50,26,19,0
46.72,69.9,0,16412.9,74,1,30,18,1,0
92.64,43,0,10738.62,0,1,50,22,4,0
15.92,38.2,0,3545.46,33,1,20,26,4,0
0,0,0,0,0,1,100,23,289,1
43.17,112.8,2,12546.64,722,1,50,24,8,0
19.02,61.7,1,35195.73,11,1,5,21,2,0
42.44,56.1,0,13391.38,114,1,50,18,11,0
76.82,40.8,0,6855.54,0,1,30,33,17,0
15.47,53.7,1,12456.47,317,1,50,26,22,0
99.54,74.2,0,16191.94,374,1,100,21,12,0
105.94,45.4,0,6318.02,26,1,100,24,3,0
0,0,0,0,0,2,50,41,254,1
0,0,0,0,0,2,2,30,246,1
3.06,21.8,1,291.37,1,1,32.06,21,12,1
41.54,62.1,0,16694.52,76,1,30,23,4,0
52.93,19,0,0,0,1,50,23,4,0
32.37,55.1,2,18773.81,62,1,50,24,22,0
0,0,0,0,0,2,50,19,218,1
0,0,0,0,0,1,100,21,305,1
0,0,0,0,0,2,100,23,398,1
198.74,23.7,0,4918.82,1,1,200,28,22,0
19.92,55.6,2,12756.55,128,1,10,15,1,0
65.24,23,4,6888.05,176,1,100,32,15,0
31.34,29.7,0,8488.22,2,1,30,31,18,0
22.24,67.6,1,9092.51,323,1,50,24,40,0
20.86,62.7,1,14165.9,97,1,20,22,7,0
0,0,0,0,0,2,50,29,240,1
34.64,22.5,0,2482.72,0,1,50,26,42,0
0,0,0,0,0,2,20,25,226,1
0,0,0,0,0,1,30,27,197,1
15.38,46.1,4,19337.43,23,1,10,17,9,0
61.23,43.2,0,1625.9,0,1,50,49,5,0
29.33,36.2,0,16439.12,14,1,20,34,2,0
13.12,21.9,0,205.87,12,1,30,22,19,0
0,0,0,0,0,2,30,21,212,1
33.06,53.8,7,21537.32,205,1,10,35,5,0
0,0,0,0,0,2,50,33,243,1
0,0,0,0,0,1,20,22,186,1
0,0,0,0,0,1,50,37,205,1
0,0,0,0,0,1,1.09,29,13,1
0,0,0,0,0,1,10,20,195,1
77.28,42.5,0,5223.24,0,1,300,29,162,0
29.14,27.4,0,3277.19,7,1,50,41,21,0
111.6,32.3,0,10153.28,23,1,100,38,5,0
28.98,24.3,0,168.38,7,1,100,48,86,0
26.15,83.8,79,16462.41,95,1,30,26,11,0
19.28,48.4,2,8609.83,79,1,10,41,0,0
0,0,0,0,0,2,30,30,227,1
55.6,53.3,0,40993.3,41,1,50,23,12,0
48.1,39.3,1,3669.61,65,1,50,31,12,0
0,0,0,0,0,2,100,20,417,1
100.45,68.9,12,27162,331,1,100,53,13,0
31.68,46.3,0,32920.77,0,1,30,29,16,0
43.65,19.8,6,0,6,1,100,48,67,0
0,0,0,0,0,2,30,52,243,1
0,0,0,0,0,2,100,32,292,1
40.76,98.3,1,53809.07,32,1,30,24,7,0
20.2,37,0,363.86,5,1,20,18,10,0
126,39.4,4,1973.52,124,1,100,44,1,0
0,0,0,0,0,2,100,41,420,1
0,0,0,0,0,1,10,26,187,1
0,0,0,0,0,2,100,18,274,1
0,0,0,0,0,2,30,21,235,1
40.8,57.5,2,45500.11,39,1,20,28,0,0
16.3,19,0,0,0,1,100,27,138,0
38.16,31.4,1,9814.12,69,1,30,18,2,0
152.87,19.2,2,1000.35,2,1,100,37,29,0
0,0,0,0,0,2,50,25,239,1
38.28,19.3,0,431.01,5,1,100,28,112,0
0,0,0,0,0,2,20,35,225,1
18.56,87.5,19,30580.06,1061,1,30,24,9,0
0,0,0,0,0,2,50,24,272,1
44.96,43.6,0,11597.24,41,1,30,21,1,0
44.86,44.8,1,30813.48,7,1,30,22,0,0
102.5,38.1,0,5456.71,85,1,100,20,10,0
0,0,0,0,0,2,30,20,255,1
27.86,51.6,0,33706.46,6,1,1,18,1,0
0,0,0,0,0,2,30,18,215,1
100.28,48.4,0,22259.96,107,1,100,31,10,0
0,0,0,0,0,1,20,29,170,1
47.34,49,1,25418.26,46,1,20,50,2,0
193.97,23.9,0,5209.6,4,1,50,30,96,0
5.68,37.3,0,13273.07,61,1,50,33,13,0
99.44,57.6,4,15711.97,91,1,100,28,17,0
30.86,50,0,3216.23,534,1,10,20,6,0
0,0,0,0,0,1,20,43,185,1
63.46,41.9,0,7456.4,20,1,50,28,6,0
52.7,56,6,19029.64,156,1,50,24,11,0
0,0,0,0,0,1,10,50,35,1
0,0,0,0,0,2,19,26,218,1
35.44,104.2,2,27132.81,272,1,30,19,6,0
65.54,47,3,25930.47,167,1,30,29,7,0
117.84,41,0,5053.25,5,1,50,22,24,0
24.96,46.2,0,2924.01,51,1,20,22,7,0
34.04,48,1,16117.33,113,1,20,24,4,0
0,0,0,0,0,1,100,21,417,1
0,0,0,0,0,2,20,19,212,1
0,0,0,0,0,2,13.76,36,234,1
10.54,33.5,0,4018.09,3,1,10,26,6,0
146.24,37.4,0,9760.08,4,1,20,51,14,0
151.47,19,0,0,0,1,300,37,415,0
0,0,0,0,0,2,20,22,215,1
20.91,51.9,0,41686.85,23,1,30,20,18,0
44.74,39.6,5,7225.19,2,1,30,27,6,0
0,0,0,0,0,1,100,23,417,1
33.34,63.6,5,12449.37,261,1,100,27,32,0
21.14,28.4,0,14302.07,7,1,20,28,4,0
53.44,90.5,3,20019.79,462,1,50,26,7,0
6.44,20.5,2,239.25,0,1,20,19,42,0
6.98,48.1,0,41458.64,37,1,50,34,58,1
32.47,47.8,4,12894.78,1,1,30,28,5,0
0,0,0,0,0,2,10,18,193,1
0,0,0,0,0,1,50,42,206,1
22.27,68.7,1,12503.75,353,1,30,35,9,0
67.71,25.6,0,176.01,38,1,100,20,53,0
0,0,0,0,0,1,30,29,185,1
36.98,28.4,22,866.42,0,1,300,30,406,0
0,0,0,0,0,2,30,25,223,1
37.61,24.4,0,2697.32,99,1,100,28,69,0
21.01,49,7,6838.82,445,1,50,39,12,0
0,0,0,0,0,2,10,19,215,1
21.94,26.7,0,3954.8,0,1,5,18,2,0
0,0,0,0,0,2,20,28,221,1
14.35,48.1,4,8912.13,95,1,20,26,12,0
54.11,73.6,0,32540.77,3,1,30,19,3,0
0,0,0,0,0,1,50,20,222,1
0,0,0,0,0,2,50,33,213,1
29.15,25.4,0,3886.46,35,1,50,21,22,0
40.59,41.2,7,36700.28,43,1,30,20,10,0
0,0,0,0,0,2,100,27,409,1
43.15,42.7,26,10596.49,86,1,30,50,6,0
1.77,0,0,0,0,2,20,24,97,1
30.17,30.3,1,2496.8,2,1,30,20,5,0
71.95,73.6,0,40901.26,0,1,30,26,15,0
0,0,0,0,0,1,30,22,212,1
18.47,33.2,0,64.04,21,1,50,17,5,0
61.47,54.1,1,20841.14,158,1,50,27,5,0
0,0,0,0,0,1,30,36,217,1
0,0,0,0,0,2,30,28,243,1
0,0,0,0,0,2,20,21,248,1
23.54,29.8,7,3620.89,0,1,10,29,11,0
0,0,0,0,0,1,30,18,209,1
23.73,43.9,0,6321.23,13,1,30,22,9,0
81.97,29.4,0,26201.4,97,1,300,19,157,0
30.18,93.9,1,13067.51,263,1,20,22,11,0
110.83,32.5,0,1345.92,0,1,100,20,5,0
51.74,51.4,1,14495.2,25,1,50,24,5,0
0,0,0,0,0,2,50,30,406,1
0,0,0,0,0,1,30,40,200,1
0,0,0,0,0,1,100,34,397,1
101.77,40.8,0,7730.8,1,1,100,28,12,0
0,0,0,0,0,1,50,41,234,1
13.17,48.3,2,3084.08,66,1,10,18,4,0
24.51,37.3,0,171.93,69,1,50,26,24,0
0,24.3,0,3482.07,37,1,1.35,21,21,1
0,0,0,0,0,1,10,18,194,1
0,0,0,0,0,1,10,21,192,1
35.85,57.5,1,8754.05,32,1,30,23,5,0
50.57,45,0,7071,88,1,30,19,2,0
141.26,68.03,0,8896.46,34,1,100,26,1,0
10.47,37.1,1,9793.88,12,1,5,16,0,0
21.15,40.2,1,17429.48,15,1,30,17,12,0
33.49,44.4,6,16395.1,149,1,20,21,3,0
29.95,66.7,0,42757.54,4,1,30,20,10,0
19.77,19,0,0,0,1,100,31,137,0
51.49,70.1,0,17192.18,36,1,50,18,10,0
30.54,84.6,3,74718.77,16,1,30,20,9,0
80.25,55.9,0,24992.62,6,1,300,23,161,0
47.55,67.3,3,42194.35,88,1,50,22,12,0
0,0,0,0,0,1,50,28,376,1
94.35,40,0,6396.59,0,1,50,27,9,0
0,0,0,0,0,2,20,21,239,1
0,0,0,0,0,2,30,24,241,1
0,0,0,0,0,2,30,25,246,1
49,84.1,0,34500.98,0,1,30,24,0,0
260.29,39,0,11632.41,0,1,40,23,110,0
8.87,24.1,2,2188.19,7,1,50,30,70,0
21.15,40,2,1082.67,64,1,30,33,19,0
97.25,202.4,2,11475.54,1564,1,50,25,1,0
21.83,39.7,0,4398.48,4,1,30,34,15,0
19.75,52.1,0,23577.52,12,1,10,24,1,0
38.95,44,0,14.35,264,1,50,47,18,0
47.73,25.8,0,3849.95,0,1,50,20,77,0
43.35,46.8,1,4306.61,39,1,30,22,3,0
0,0,0,0,0,2,50,30,240,1
0,0,0,0,0,1,30,18,229,1
66.65,22.1,4,280.62,32,1,100,36,85,0
54.35,26.4,0,671.93,1,1,100,23,30,0
2.49,1.36,0,0,0,1,100,25,121,1
0,0,0,0,0,1,10,20,165,1
0,0,0,0,0,2,20,19,211,1
0,0,0,0,0,1,30,33,194,1
55.39,91.4,0,18992.79,18,1,50,16,5,0
27.61,43.2,1,4268.17,14,1,50,17,30,0
70.95,56.6,5,16531.05,136,1,50,23,0,0
0,0,0,0,0,2,20,20,227,1
105.73,39.4,0,2345.06,17,1,100,25,7,0
0,0,0,0,0,2,5,24,210,1
43.85,55.1,2,15593.03,43,1,30,22,2,0
44.95,63,0,30284.02,86,1,100,40,32,0
62.53,45.4,0,16755.27,10,1,300,38,156,0
23.33,36.4,0,7186.73,46,1,30,19,17,0
68.84,45.1,0,11544.5,2,1,300,18,161,0
17.03,45.8,3,8614.94,197,1,20,23,8,0
38.83,81.6,1,17948.09,391,1,50,28,12,0
54.23,24.5,0,2220.54,13,1,30,23,5,0
0,0,0,0,0,2,20,28,243,1
0,0,0,0,0,2,30,25,225,1
0,0,0,0,0,1,20,26,191,1
12.39,65.5,11,29989.4,18,1,10,15,4,0
53.73,63.1,0,25558.08,14,1,50,23,5,0
0,0,0,0,0,1,100,26,403,1
29.94,49.6,0,9373.16,27,1,30,19,8,0
0,0,0,0,0,1,50,20,341,1
100.43,101.5,12,70535.57,44,1,100,19,4,0
0,0,0,0,0,2,30,30,225,1
106.91,61.1,1,7395.66,157,1,100,23,12,0
0,0,0,0,0,1,20,18,170,1
25.69,27.4,0,1373.86,0,1,30,18,13,0
0,0,0,0,0,2,50,26,219,1
58.53,53,0,19652.52,116,1,50,23,12,0
21.93,19,0,0,0,1,50,32,66,0
38.51,58.9,0,7055.48,210,1,30,28,10,0
0,0,0,0,0,1,3,29,189,1
24.63,51.7,0,41007.54,4,1,30,29,9,0
0,0,0,0,0,2,20,29,241,1
0,0,0,0,0,2,30,26,212,1
0,0,0,0,0,1,50,17,219,1
0,0,0,0,0,2,10,23,195,1
52.38,48.1,0,14452.21,17,1,50,20,8,0
53.61,51.9,7,21706.97,145,1,50,26,8,0
0,0,0,0,0,1,10,22,191,1
0,0,0,0,0,1,100,20,412,1
0,0,0,0,0,1,50,37,235,1
0,0,0,0,0,1,100,28,412,1
88.31,47.9,0,10630.99,96,1,100,22,18,0
18.91,25,0,13864.08,22,1,10,22,2,0
0,0,0,0,0,2,20,19,195,1
21.31,42,0,16681.23,17,1,20,35,9,0
114.91,53.8,0,14941.97,42,1,100,30,2,0
0,0,0,0,0,1,1,18,169,1
86.21,64.1,0,13213.94,220,1,100,32,16,0
0,0,0,0,0,1,20,19,185,1
47.81,58.1,4,5266.31,157,1,50,24,8,0
23.07,73.2,1,45987.33,177,1,5,20,0,0
53.29,32.1,0,6603.59,0,1,50,23,12,0
0,0,0,0,0,1,50,30,220,1
15.32,50,0,1016.76,132,1,30,31,15,0
0,0,0,0,0,1,50,29,218,1
22.94,35.8,1,11297.25,35,1,50,32,51,0
0,0,0,0,0,2,20,20,229,1
0,0,0,0,0,1,100,22,210,1
0,0,0,0,0,2,50,25,250,1
228.99,48,0,6761.74,3,1,100,21,35,0
22.23,48.8,2,14743.38,39,1,50,23,27,0
0,0,0,0,0,1,30,25,188,1
0,0,0,0,0,1,30,22,217,1
48.4,64.4,0,34275.8,361,1,50,33,7,0
25.19,49.7,0,8774.51,30,1,30,19,9,0
21.79,38.8,0,6869.63,11,1,20,26,11,0
60.39,79.7,0,45163.82,0,1,50,19,9,0
0.02,0,0,0,0,2,4,43,71,1
0,0,0,0,0,1,100,23,404,1
114.77,53.3,0,26455.29,0,1,100,33,6,0
0,0,0,0,0,2,30,28,227,1
73.25,33.2,5,8935.02,8,1,100,28,27,0
16.77,33,1,184.88,42,1,10,15,2,0
26.29,46.8,2,6463.46,9,1,10,30,2,0
56.19,42.8,0,2460.49,62,1,50,31,7,0
0,0,0,0,0,1,50,36,242,1
21.4,45.9,0,15067.47,4,1,20,32,3,0
47.66,118.5,4,56626.17,292,1,10,19,-1,0
88.13,98.8,5,45819.13,417,1,100,19,7,0
66.99,23.8,4,0.13,104,1,50,18,1,0
11.03,35.1,0,20481.57,5,1,30,29,20,0
39.97,80.1,0,8602.29,19,1,50,19,12,0
31.07,26.2,0,1250.2,6,1,50,31,18,0
0.6,24.65,2,111.65,42,2,9,22,40,1
0,0,0,0,0,2,10,18,250,1
0,0,0,0,0,1,30,33,222,1
46.37,52.2,1,39008.34,41,1,50,28,11,0
37.05,41.88,1,13604.14,31,1,100,33,82,1
0,0,0,0,0,2,50,29,402,1
87.17,57.5,1,14619.41,291,1,30,25,57,0
0,0,0,0,0,2,100,43,295,1
0,0,0,0,0,2,10,31,193,1
0,0,0,0,0,2,100,30,264,1
29.57,55.6,4,31993.95,239,1,100,32,54,0
16.1,48.9,0,7185.55,75,1,30,19,15,0
0,0,0,0,0,2,30,24,249,1
114.35,50.4,25,10318.31,59,1,100,17,23,0
0,0,0,0,0,2,50,32,246,1
27.57,90.5,0,8475.66,508,1,50,26,12,0
37.61,27.5,0,4961.67,1,1,30,25,9,0
106.95,91.1,0,4044.13,18,1,100,40,3,0
27.47,47,0,25872.61,12,1,100,20,52,0
53.94,49.5,0,11709.06,0,1,50,20,9,0
44.41,0,0,0,0,2,50,33,406,1
0,0,0,0,0,1,50,31,208,1
88.55,61.3,1,6671.39,356,1,100,22,10,0
0,0,0,0,0,2,50,21,409,1
47.65,40.4,0,15067.85,1,1,50,22,14,0
0,0,0,0,0,2,100,22,409,1
68.73,59,11,24795.64,203,1,50,20,7,0
0,0,0,0,0,1,5,18,192,1
0,0,0,0,0,2,50,29,388,1
0,0,0,0,0,1,50,18,189,1
49.45,49.6,6,40074.28,53,1,50,20,7,0
58.55,46.5,0,35554.53,29,1,30,36,162,0
0,0,0,0,0,2,3,18,212,1
0,0,0,0,0,2,30,18,214,1
0,0,0,0,0,1,20,22,166,1
50.05,77.4,0,32339.61,25,1,30,21,2,0
0,0,0,0,0,1,50,45,213,1
39.95,45.7,5,3497.32,17,1,50,32,16,0
0,0,0,0,0,1,100,33,308,1
0,0,0,0,0,2,50,24,354,1
1.37,0,0,0,0,2,20,18,84,1
0,0,0,0,0,2,30,17,233,1
41.1,43.4,0,24029.07,1,1,200,24,166,0
0,0,0,0,0,1,20,21,192,1
0,0,0,0,0,2,20,28,223,1
0,0,0,0,0,2,20,29,248,1
0,0,0,0,0,1,20,21,188,1
34.55,71,6,27601.97,385,1,30,17,3,0
0,0,0,0,0,2,30,17,218,1
0,0,0,0,0,2,50,35,394,1
35.6,70,4,49913.86,175,1,20,19,3,0
18.05,37.4,0,2603.52,0,1,100,32,132,0
41.66,53.9,0,11743.4,96,1,30,28,2,0
0,0,0,0,0,2,30,24,206,1
0,0,0,0,0,2,20,24,208,1
15.68,34.2,0,469.24,10,1,50,22,51,0
0,0,0,0,0,2,30,24,222,1
30.93,24,0,0,6,1,30,21,16,0
0,0,0,0,0,1,50,33,226,1
0,0,0,0,0,1,2.5,25,189,1
0,0,0,0,0,1,50,30,185,1
0,0,0,0,0,2,1.95,34,88,1
0,0,0,0,0,1,20,31,200,1
26.53,58.6,1,19835.25,217,1,50,29,17,0
160.63,31.9,101,9384.98,13,1,100,23,131,0
0,0,0,0,0,2,50,21,254,1
17.12,167.2,0,89601.78,0,1,100,23,25,0
15.62,66.7,0,40552.25,54,1,100,52,38,0
0,0,0,0,0,2,30,21,245,1
0,0,0,0,0,2,100,18,389,1
107.4,37,0,2467.23,0,1,100,19,10,0
0,0,0,0,0,1,100,35,404,1
0,0,0,0,0,1,50,22,208,1
0,0,0,0,0,2,50,32,241,1
35.7,27.6,0,1045.21,7,1,30,25,3,0
0,0,0,0,0,1,30,19,215,1
0,0,0,0,0,2,100,20,248,1
141.48,69.9,2,8026.16,299,1,100,28,4,0
18.6,73.4,0,28164.99,1,1,50,20,26,0
0,0,0,0,0,2,100,17,298,1
21.63,34.4,0,10237.53,0,1,10,36,-1,0
0,0,0,0,0,2,50,17,348,1
0,0,0,0,0,2,10,21,220,1
0,0,0,0,0,1,30,32,198,1
22.4,42.8,1,8859.1,27,1,30,22,14,0
45,43.5,0,23497.52,139,1,30,27,2,0
0,0,0,0,0,1,30,37,189,1
90.38,63.3,1,28195.84,186,1,50,18,6,0
6.3,46.1,10,13440.01,42,1,1,18,0,0
139.74,84,2,52015.32,5,1,200,17,40,0
19.2,28.8,0,4539.03,0,1,50,32,40,0
14.89,19,0,0,0,1,30,31,29,0
30.4,31.8,0,12326.01,3,1,30,20,8,0
0,0,0,0,0,2,30,19,197,1
0,0,0,0,0,1,30,33,195,1
20.98,52.8,0,26946.01,56,1,30,28,11,0
37.6,44,4,5625.38,34,1,30,19,2,0
37.2,33.9,0,2665.59,0,1,20,25,7,0
35.16,53.2,0,20226.61,191,1,30,27,10,0
0,0,0,0,0,1,30,47,224,1
24.26,25.2,0,274.18,0,1,100,20,103,0
38.08,54.9,5,15637.41,156,1,50,30,17,0
48.18,42.2,0,10610.07,29,1,50,36,14,0
45.26,69.2,2,14154.73,313,1,30,23,0,0
65.24,43.5,1,10754.73,57,1,50,26,2,0
0,0,0,0,0,2,50,24,386,1
0,0,0,0,0,1,50,22,223,1
38.29,25.9,0,3557.32,5,1,30,21,6,0
11.48,30.1,1,560.37,37,1,30,19,18,0
15.14,37.2,31,5010.71,32,1,30,19,28,0
0,0,0,0,0,1,20,20,202,1
114.08,64.1,3,53934.46,47,1,100,19,29,0
0,0,0,0,0,1,30,37,196,1
0,18.33,0,0,3,1,6,20,39,1
0,0,0,0,0,2,50,31,280,1
0,0,0,0,0,1,10,31,170,1
137.48,105.29,17,5307.23,1194,1,50,25,3,0
43.48,44,0,3682.45,2,1,50,19,17,0
0,0,0,0,0,1,30,19,163,1
33.18,46.2,0,20989.26,153,1,100,53,70,0
50.26,53,0,12996.67,1,1,50,24,6,0
0,0,0,0,0,2,100,26,386,1
23.16,50.9,0,17098.49,9,1,30,19,16,0
45.82,38.5,32,1663.39,0,1,100,24,39,0
35.68,29,0,366.35,0,1,30,40,12,0
51.5,51,0,7759.6,121,1,50,21,6,0
20.56,50.4,5,33396.66,33,1,30,18,17,0
45.48,62.2,5,38965.53,212,1,30,27,5,0
2221.3,19,0,505.15,5,1,10,26,137,0
49.88,96.6,13,18506.93,679,1,30,38,2,0
146.16,29.3,0,5527.37,6,1,30,29,14,0
33.5,34.4,0,11552.86,0,1,100,41,68,0
28.62,61,9,5461.12,253,1,10,22,3,0
22.16,40,1,4284.12,19,1,30,18,11,0
38.24,72.7,0,33479.53,0,1,30,20,7,0
0,0,0,0,0,2,10,20,202,1
0,0,0,0,0,1,50,24,236,1
76.46,19.3,0,15.82,0,1,100,24,8,0
137.62,39.5,1,2814.35,115,1,100,24,43,0
23.56,41.8,0,1176.7,162,1,20,18,6,0
51.06,40.1,1,6126.59,40,1,50,26,5,0
113.24,37.6,0,4676.36,81,1,300,27,129,0
32.56,48.1,0,13390.16,17,1,20,17,4,0
155.26,109.5,2,92764.1,16,1,30,21,5,0
0,0,0,0,0,1,100,29,330,1
41.91,38.8,0,8372.97,33,1,30,33,0,0
44.06,79,39,3016.82,671,1,30,31,6,0
0,0,0,0,0,2,10,18,221,1
15.1,24.4,21,5492.27,8,1,30,43,18,0
40.22,44.8,0,36317.41,0,1,20,24,0,0
19.94,50.7,0,21941.77,100,1,30,26,15,0
20.36,41.1,0,13171.04,178,1,50,36,32,0
199.06,19,0,0,1,1,200,28,243,0
46.74,38.4,0,3375.03,19,1,50,47,15,0
90.12,38.6,0,2805.07,7,1,100,23,19,0
0,0,0,0,0,2,10,19,234,1
26.46,21.2,0,138.98,2,1,20,31,3,0
0,0,0,0,0,2,10,22,221,1
0,0,0,0,0,2,100,21,404,1
150.54,47.5,43,4885.78,295,1,10,22,0,0
28.38,47.6,0,16275,14,1,30,21,15,0
0,0,0,0,0,2,7.5,31,79,1
78.66,47.4,0,8250.67,191,1,50,34,33,0
45.57,38.7,0,12191.42,4,1,30,16,21,0
24.14,24.3,1,3181.26,32,1,30,30,29,0
31.42,50.5,6,11668.94,24,1,20,31,-1,0
26.34,46,0,2110.09,101,1,20,32,3,0
71.11,62.6,4,22399.85,58,1,50,23,3,0
0,0,0,0,0,1,50,37,211,1
26.66,37.4,0,11015.82,3,1,30,23,8,0
0,0,0,0,0,2,50,33,259,1
0,0,0,0,0,1,2,19,166,1
0,0,0,0,0,2,50,48,365,1
0,0,0,0,0,2,20,17,199,1
0,0,0,0,0,1,30,19,199,1
0,0,0,0,0,1,100,33,280,1
36.79,51.7,12,9245.91,268,1,30,24,7,0
19.72,47,3,27496.88,88,1,20,19,7,0
16,43.2,0,4511.47,40,1,50,18,19,0
30.44,19.2,12,7794.69,12,1,50,19,75,0
25.04,79.7,6,43387.03,73,1,5,17,0,0
79.34,46.1,3,7763.31,45,1,20,45,12,0
40.13,100.1,1,74659.73,28,1,20,21,7,0
8.36,0,0,0,0,2,50,17,162,1
0,0,0,0,0,2,50,23,215,1
5.34,19,0,0,0,1,30,27,51,0
0,0,0,0,0,2,30,18,265,1
0,0,0,0,0,1,30,23,204,1
1.34,0,0,0,0,2,100,32,404,1
36.62,46.5,1,6631.09,4,1,50,22,17,0
25.04,34.2,4,16520.49,42,1,20,18,4,0
44.56,105.5,2,43405.96,352,1,30,20,1,0
0,0,0,0,0,2,100,16,398,1
37.92,43.4,0,29359.4,0,1,100,27,52,0
0,0,0,0,0,1,20,23,208,1
17.47,41.3,2,3151.17,8,1,5,18,0,0
0,0,0,0,0,1,30,22,223,1
0,0,0,0,0,2,30,19,217,1
216.72,35.5,0,1234.95,61,1,80,24,109,0
37.92,23.6,0,293.13,1,1,50,29,11,0
0,0,0,0,0,2,10,17,210,1
46.32,50.1,8,9789.85,50,1,100,16,43,0
89.32,52.8,0,25647.93,32,1,300,22,163,0
1.46,38.3,0,6581.73,10,1,10,20,19,0
18.22,44.8,6,19739.73,28,1,30,20,14,0
42.72,56.5,0,22031.72,50,1,30,24,6,0
20.32,42.5,0,3624.64,149,1,30,31,8,0
41.52,34,0,1689.41,128,1,30,45,11,0
101.5,46.2,1,8549.4,36,1,50,19,48,0
58.64,46.6,3,22985.09,82,1,50,29,7,0
25.66,59.4,0,24556.48,25,1,30,24,9,0
67.8,51.3,1,4129.68,57,1,100,29,31,0
0,0,0,0,0,2,50,38,272,1
82.02,37.1,5,14574.15,28,1,300,28,162,0
93.62,49.7,1,28263.11,85,1,100,29,18,0
22.1,41.2,3,14732.21,11,1,30,29,19,0
168.62,48.5,0,2616.49,88,1,100,32,25,0
101.5,47,0,16864.96,0,1,30,22,127,0
0,0,0,0,0,1,10,24,173,1
0,0,0,0,0,2,50,26,401,1
0,0,0,0,0,2,10,22,211,1
24.41,24,0,2745.11,0,1,10,21,0,0
31.4,106.62,0,23904.19,0,1,20,22,3,0
0,0,0,0,0,1,50,33,216,1
0,0,0,0,0,1,30,26,196,1
110.62,39,1,2375.63,29,1,100,19,6,0
23.1,49.1,0,20477.09,5,1,19,22,4,0
0,0,0,0,0,2,50,35,400,1
0,0,0,0,7,1,7.12,24,18,1
46.7,77,4,27661.37,364,1,30,21,3,0
46.35,35,4,2561.23,50,1,30,19,3,0
80.7,44.2,0,10888.69,0,1,100,18,23,0
0,0,0,0,0,1,20,23,185,1
0,0,0,0,0,2,50,47,236,1
0,8.15,0,0,0,1,36.07,20,54,1
39.6,64.9,2,17953.13,1,1,50,26,14,0
21.19,0,0,0,1,1,30,42,13,0
0,0,0,0,0,1,100,21,402,1
15.54,30.8,2,542.72,31,1,30,21,36,0
0,0,0,0,0,1,10,21,200,1
50.41,89.6,2,58506.23,57,1,50,38,5,0
38.5,98.2,7,32136.38,153,1,100,21,24,0
0,0,0,0,0,2,100,34,402,1
0,0,0,0,0,2,20,29,197,1
0,0,0,0,0,1,100,40,400,1
0,0,0,0,0,1,10,27,165,1
0,0,0,0,0,2,58,17,208,1
45.6,52.8,2,7276.82,253,1,10,29,57,0
37.18,27.1,0,23697.61,0,1,20,19,6,0
39.51,53.5,4,15015.43,19,1,50,21,13,0
113.41,45.1,0,9146.94,39,1,100,27,50,0
0,0,0,0,0,2,50,25,251,1
0,0,0,0,0,2,50,18,398,1
0,0,0,0,0,2,30,24,221,1
45.2,61.7,1,13057.53,185,1,50,27,11,0
0,0,0,0,0,1,50,43,232,1
0,0,0,0,0,1,20,21,208,1
34.4,29.2,2,775.26,65,1,30,29,3,0
27.11,34.8,0,14553.41,2,1,30,23,8,0
0,0,0,0,0,2,10,49,214,1
30.71,53.8,0,6352.62,136,1,30,24,9,0
52.11,73,1,5389.25,337,1,50,44,9,0
6.85,28.5,0,30616.59,21,1,10,22,8,0
50.01,34,0,3802.9,2,1,30,24,0,0
0,0,0,0,0,1,50,24,212,1
0,0,0,0,0,1,5,19,178,1
0,0,0,0,0,1,100,26,402,1
90.3,187.4,10,1702.83,2372,1,100,37,10,0
129.55,46,6,3294.75,36,1,100,26,11,0
104.13,63.2,0,11716.59,16,1,100,21,7,0
29.2,37,0,27635.55,2,1,50,34,27,0
23.31,76.1,0,50622.91,9,1,30,23,15,0
38.14,59.8,0,7693.41,196,1,50,26,16,0
0,0,0,0,0,1,30,23,179,1
0,0,0,0,0,2,10,18,193,1
12.51,72.2,4,42800.09,235,1,20,21,9,0
36.75,45.7,0,10185.83,0,1,30,17,3,0
46.84,88.7,22,2409.24,597,1,30,20,2,0
23.39,40.5,0,2654.7,86,1,10,23,3,0
0,0,0,0,0,2,10,27,201,1
0,0,0,0,0,1,20,32,166,1
0,0,0,0,0,1,20,21,180,1
0,0,0,0,0,1,10,22,189,1
0,0,0,0,0,1,50,23,227,1
0,0,0,0,0,1,50,20,196,1
0,0,0,0,0,2,50,29,399,1
69.81,163.3,10,15645.96,449,1,100,23,13,0
49.47,34.9,7,6787.92,50,1,200,26,102,0
190.92,43,0,13257.49,32,1,300,28,108,0
64.34,132.7,0,54318.23,194,1,50,29,1,0
2.52,20,0,179.67,0,1,10,25,18,0
17.92,72.1,0,20928.14,10,1,50,22,18,0
0,0,0,0,0,2,20,22,208,1
0,0,0,0,0,2,50,19,243,1
